"","V1","V2","V3"
"5181",-0.823,0.038,"1"
"5182",1.224,-0.473,"1"
"5183",-0.900,0.199,"1"
"5184",0.023,-1.346,"1"
"5185",-0.802,0.181,"1"
"5186",-0.521,-1.433,"1"
"5187",-0.915,-0.622,"1"
"5188",-0.825,-0.974,"1"
"5189",-0.927,-0.521,"1"
"5190",-0.963,0.294,"1"
"5191",0.360,-1.198,"1"
"5192",0.508,-1.731,"1"
"5193",-1.153,-0.810,"1"
"5194",-1.135,-0.165,"1"
"5195",1.179,-0.645,"1"
"5196",0.052,0.008,"1"
"5197",0.053,0.009,"1"
"5198",-0.659,-1.064,"1"
"5199",-0.839,-0.779,"1"
"5200",-0.172,-1.603,"1"
"5201",-1.049,0.236,"1"
"5202",2.017,-0.568,"1"
"5203",-0.590,-1.162,"1"
"5204",0.152,0.236,"1"
"5205",1.479,-0.811,"1"
"5206",1.148,-0.732,"1"
"5207",0.081,0.456,"1"
"5208",-0.017,0.302,"1"
"5209",-0.937,-0.239,"1"
"5210",-0.892,-0.462,"1"
"5211",0.175,0.236,"1"
"5212",-0.162,-1.505,"1"
"5213",0.560,-1.486,"1"
"5214",1.352,-1.103,"1"
"5215",0.026,0.002,"1"
"5216",-0.939,-0.038,"1"
"5217",0.047,0.504,"1"
"5218",-1.030,0.263,"1"
"5219",0.087,0.507,"1"
"5220",0.134,0.362,"1"
"5221",-1.072,-0.655,"1"
"5222",0.108,0.128,"1"
"5223",-0.320,0.540,"1"
"5224",-0.055,0.388,"1"
"5225",0.191,0.210,"1"
"5226",-0.863,-0.139,"1"
"5227",-0.080,-1.517,"1"
"5228",0.159,0.165,"1"
"5229",0.550,-1.362,"1"
"5230",-0.336,0.630,"1"
"5231",-0.404,0.495,"1"
"5232",0.082,0.360,"1"
"5233",-0.682,-1.036,"1"
"5234",-0.967,-0.469,"1"
"5235",0.494,-1.119,"1"
"5236",0.056,0.012,"1"
"5237",0.109,0.063,"1"
"5238",0.091,0.525,"1"
"5239",-0.599,-0.950,"1"
"5240",-0.246,-1.338,"1"
"5241",-0.639,0.233,"1"
"5242",-1.144,0.215,"1"
"5243",-0.747,-1.116,"1"
"5244",-0.484,0.628,"1"
"5245",0.171,0.276,"1"
"5246",0.101,0.046,"1"
"5247",-0.365,-1.311,"1"
"5248",0.153,0.392,"1"
"5249",-1.003,-0.135,"1"
"5250",0.107,0.045,"1"
"5251",-0.904,0.268,"1"
"5252",-0.248,0.679,"1"
"5253",0.112,-1.271,"1"
"5254",-0.957,-0.003,"1"
"5255",-0.934,-0.047,"1"
"5256",-0.894,-0.123,"1"
"5257",0.827,-1.345,"1"
"5258",0.927,-1.076,"1"
"5259",0.006,0.000,"1"
"5260",0.795,-1.596,"1"
"5261",0.056,0.014,"1"
"5262",0.128,0.332,"1"
"5263",-1.161,-0.669,"1"
"5264",-0.702,0.321,"1"
"5265",0.076,0.023,"1"
"5266",1.092,-1.150,"1"
"5267",0.192,0.235,"1"
"5268",-0.691,0.406,"1"
"5269",0.078,0.341,"1"
"5270",-0.643,0.230,"1"
"5271",0.014,0.000,"1"
"5272",0.201,0.313,"1"
"5273",0.978,-0.722,"1"
"5274",-1.253,-0.912,"1"
"5275",0.084,0.030,"1"
"5276",-0.624,0.278,"1"
"5277",-0.928,0.409,"1"
"5278",-0.449,0.519,"1"
"5279",0.833,-1.330,"1"
"5280",0.419,-1.542,"1"
"5281",0.134,0.086,"1"
"5282",-0.825,-0.672,"1"
"5283",-1.008,-0.500,"1"
"5284",-0.783,-0.676,"1"
"5285",1.671,-0.205,"1"
"5286",0.176,0.350,"1"
"5287",0.045,0.006,"1"
"5288",-0.032,-1.293,"1"
"5289",0.176,0.437,"1"
"5290",-1.092,-0.165,"1"
"5291",-0.172,0.539,"1"
"5292",0.149,0.070,"1"
"5293",-0.748,-1.036,"1"
"5294",-0.669,-0.875,"1"
"5295",0.169,0.187,"1"
"5296",0.072,0.016,"1"
"5297",0.015,0.000,"1"
"5298",-0.198,-1.802,"1"
"5299",1.659,-0.121,"1"
"5300",-0.041,-1.210,"1"
"5301",0.044,0.007,"1"
"5302",0.625,-1.309,"1"
"5303",1.535,-0.209,"1"
"5304",1.719,-0.137,"1"
"5305",1.926,-1.185,"1"
"5306",-1.041,-0.131,"1"
"5307",-1.323,-0.383,"1"
"5308",-0.930,-0.125,"1"
"5309",0.141,0.134,"1"
"5310",-0.721,-0.229,"1"
"5311",-1.243,-0.135,"1"
"5312",-0.258,0.481,"1"
"5313",0.158,0.128,"1"
"5314",0.137,0.095,"1"
"5315",-0.406,0.473,"1"
"5316",0.136,0.294,"1"
"5317",0.157,0.308,"1"
"5318",-0.861,-0.773,"1"
"5319",0.107,0.037,"1"
"5320",-1.060,-0.208,"1"
"5321",-1.074,-0.237,"1"
"5322",1.262,-0.119,"1"
"5323",1.086,-0.912,"1"
"5324",-0.555,0.583,"1"
"5325",1.377,-0.674,"1"
"5326",-1.208,-0.151,"1"
"5327",-0.435,-1.470,"1"
"5328",0.059,0.011,"1"
"5329",-0.968,0.179,"1"
"5330",0.057,-1.476,"1"
"5331",0.182,0.251,"1"
"5332",-0.674,0.611,"1"
"5333",-0.756,0.279,"1"
"5334",-0.603,-0.898,"1"
"5335",1.163,-0.662,"1"
"5336",-0.725,-0.029,"1"
"5337",-0.770,-0.959,"1"
"5338",-1.057,-0.042,"1"
"5339",0.552,-1.547,"1"
"5340",-0.681,0.332,"1"
"5341",1.950,-1.156,"1"
"5342",0.055,0.289,"1"
"5343",0.002,0.553,"1"
"5344",-0.306,0.598,"1"
"5345",-0.730,0.544,"1"
"5346",-0.060,-1.456,"1"
"5347",0.550,-1.249,"1"
"5348",-1.005,0.007,"1"
"5349",0.070,0.019,"1"
"5350",-0.147,0.398,"1"
"5351",0.122,0.366,"1"
"5352",-0.979,0.257,"1"
"5353",0.164,0.213,"1"
"5354",-1.146,-0.668,"1"
"5355",0.105,0.030,"1"
"5356",-0.529,0.425,"1"
"5357",0.170,-1.523,"1"
"5358",0.021,0.001,"1"
"5359",-0.091,-1.471,"1"
"5360",-1.078,-0.379,"1"
"5361",-0.676,-0.884,"1"
"5362",0.098,0.230,"1"
"5363",0.224,0.387,"1"
"5364",1.333,-0.915,"1"
"5365",-0.089,0.356,"1"
"5366",-0.764,-0.777,"1"
"5367",-0.060,0.534,"1"
"5368",1.187,-0.815,"1"
"5369",1.115,-1.459,"1"
"5370",-0.291,0.416,"1"
"5371",-0.179,0.510,"1"
"5372",-0.646,-0.493,"1"
"5373",0.441,-1.100,"1"
"5374",1.678,-0.702,"1"
"5375",0.347,-1.063,"1"
"5376",0.178,-1.735,"1"
"5377",-0.363,-1.197,"1"
"5378",-0.714,0.405,"1"
"5379",-0.042,0.448,"1"
"5380",-1.073,-0.307,"1"
"5381",-0.061,0.436,"1"
"5382",-0.917,-0.899,"1"
"5383",-0.301,-1.246,"1"
"5384",-1.104,-0.742,"1"
"5385",0.098,0.536,"1"
"5386",0.149,-1.472,"1"
"5387",-0.005,0.453,"1"
"5388",-0.855,-0.477,"1"
"5389",-0.212,0.578,"1"
"5390",0.148,0.150,"1"
"5391",-0.405,-1.353,"1"
"5392",-0.080,0.430,"1"
"5393",0.052,-1.320,"1"
"5394",-0.415,-1.346,"1"
"5395",-0.614,-1.586,"1"
"5396",0.175,0.396,"1"
"5397",1.712,-0.431,"1"
"5398",0.633,-1.384,"1"
"5399",-0.336,0.574,"1"
"5400",-1.003,-0.419,"1"
"5401",-1.123,-0.321,"1"
"5402",-1.130,0.016,"1"
"5403",-0.156,0.485,"1"
"5404",-0.900,-0.133,"1"
"5405",0.182,0.238,"1"
"5406",0.175,0.199,"1"
"5407",0.036,0.267,"1"
"5408",-0.315,-1.142,"1"
"5409",-0.668,-1.397,"1"
"5410",-0.824,0.338,"1"
"5411",-0.470,-1.313,"1"
"5412",0.108,0.060,"1"
"5413",-0.018,0.471,"1"
"5414",0.115,0.050,"1"
"5415",0.077,-1.279,"1"
"5416",-0.908,0.193,"1"
"5417",0.108,0.329,"1"
"5418",1.676,-0.676,"1"
"5419",1.349,-0.866,"1"
"5420",0.491,-0.829,"1"
"5421",-1.001,-0.499,"1"
"5422",0.107,0.298,"1"
"5423",-0.003,-0.631,"1"
"5424",-1.119,-0.155,"1"
"5425",1.126,-1.455,"1"
"5426",0.119,0.055,"1"
"5427",-0.966,0.017,"1"
"5428",-0.743,-1.140,"1"
"5429",0.103,0.386,"1"
"5430",0.152,0.330,"1"
"5431",-0.655,0.211,"1"
"5432",-0.403,-1.471,"1"
"5433",2.030,-0.427,"1"
"5434",0.137,0.294,"1"
"5435",-0.617,0.264,"1"
"5436",0.156,0.191,"1"
"5437",0.069,0.020,"1"
"5438",-1.030,-0.056,"1"
"5439",0.181,0.212,"1"
"5440",0.110,0.062,"1"
"5441",0.073,0.466,"1"
"5442",-0.768,0.225,"1"
"5443",0.066,0.036,"1"
"5444",0.150,0.270,"1"
"5445",-0.217,0.397,"1"
"5446",-0.713,-0.272,"1"
"5447",-0.362,0.236,"1"
"5448",-0.092,0.559,"1"
"5449",0.111,0.053,"1"
"5450",-0.761,0.106,"1"
"5451",0.004,0.418,"1"
"5452",0.603,-0.950,"1"
"5453",-1.288,-0.075,"1"
"5454",-0.001,0.393,"1"
"5455",-0.051,0.425,"1"
"5456",-0.658,0.337,"1"
"5457",0.066,0.016,"1"
"5458",-0.645,0.439,"1"
"5459",0.147,0.314,"1"
"5460",0.121,-0.823,"1"
"5461",1.437,-0.901,"1"
"5462",0.157,0.280,"1"
"5463",0.558,-1.428,"1"
"5464",-1.245,-0.261,"1"
"5465",1.527,-0.027,"1"
"5466",0.212,0.290,"1"
"5467",1.108,-0.977,"1"
"5468",0.514,-1.337,"1"
"5469",-0.690,0.264,"1"
"5470",0.023,0.522,"1"
"5471",-1.068,0.088,"1"
"5472",0.186,0.162,"1"
"5473",-0.022,0.575,"1"
"5474",-0.366,-1.140,"1"
"5475",2.061,-1.107,"1"
"5476",0.080,-1.708,"1"
"5477",-0.680,-0.025,"1"
"5478",-0.186,-1.323,"1"
"5479",-0.593,0.540,"1"
"5480",-0.136,0.507,"1"
"5481",-1.192,-0.400,"1"
"5482",-0.840,0.306,"1"
"5483",0.144,-1.441,"1"
"5484",-0.485,0.572,"1"
"5485",0.428,-1.395,"1"
"5486",-0.203,-1.533,"1"
"5487",0.014,0.000,"1"
"5488",1.899,-0.927,"1"
"5489",-0.738,-0.267,"1"
"5490",-0.617,0.375,"1"
"5491",0.147,0.466,"1"
"5492",0.062,0.022,"1"
"5493",-0.693,-1.084,"1"
"5494",-0.499,-1.049,"1"
"5495",0.038,0.004,"1"
"5496",0.506,-1.201,"1"
"5497",1.568,-0.540,"1"
"5498",-0.920,-0.616,"1"
"5499",0.123,0.186,"1"
"5500",-0.081,0.513,"1"
"5501",-0.075,0.552,"1"
"5502",-0.002,0.317,"1"
"5503",0.012,0.000,"1"
"5504",-0.016,0.624,"1"
"5505",-0.636,0.580,"1"
"5506",0.020,0.001,"1"
"5507",-1.079,0.249,"1"
"5508",0.860,-1.250,"1"
"5509",0.041,-1.305,"1"
"5510",0.098,0.457,"1"
"5511",1.853,-0.209,"1"
"5512",0.494,-1.548,"1"
"5513",1.144,-1.341,"1"
"5514",0.151,0.104,"1"
"5515",-0.339,0.575,"1"
"5516",0.001,1.00990697627236e-05,"1"
"5517",1.563,-0.898,"1"
"5518",-1.278,-0.208,"1"
"5519",0.537,-1.724,"1"
"5520",-0.941,-0.231,"1"
"5521",1.977,-0.551,"1"
"5522",0.179,0.228,"1"
"5523",-1.034,-0.825,"1"
"5524",-0.238,0.569,"1"
"5525",1.936,-0.489,"1"
"5526",-0.730,-1.099,"1"
"5527",-0.519,0.318,"1"
"5528",0.165,0.247,"1"
"5529",-0.793,0.312,"1"
"5530",0.823,-0.960,"1"
"5531",-0.984,-0.334,"1"
"5532",-1.144,-0.996,"1"
"5533",0.149,0.145,"1"
"5534",-0.032,-1.457,"1"
"5535",-0.551,0.453,"1"
"5536",-1.016,0.145,"1"
"5537",-1.075,0.026,"1"
"5538",-0.933,0.145,"1"
"5539",0.136,0.228,"1"
"5540",0.023,0.236,"1"
"5541",0.224,-1.176,"1"
"5542",-0.964,0.077,"1"
"5543",-0.462,-1.218,"1"
"5544",-0.526,-1.377,"1"
"5545",1.806,-0.650,"1"
"5546",-0.538,0.553,"1"
"5547",-0.356,0.448,"1"
"5548",0.083,-0.897,"1"
"5549",0.150,0.118,"1"
"5550",0.128,0.074,"1"
"5551",1.102,-1.076,"1"
"5552",-0.289,0.424,"1"
"5553",0.105,0.050,"1"
"5554",0.122,-1.557,"1"
"5555",0.112,-1.288,"1"
"5556",0.104,0.037,"1"
"5557",0.008,0.000,"1"
"5558",-1.123,-0.297,"1"
"5559",-0.110,-1.326,"1"
"5560",-0.023,0.418,"1"
"5561",1.732,-0.626,"1"
"5562",-0.246,0.387,"1"
"5563",0.045,0.524,"1"
"5564",-0.325,0.478,"1"
"5565",0.039,0.540,"1"
"5566",1.798,-0.509,"1"
"5567",-0.610,-0.202,"1"
"5568",0.799,-1.784,"1"
"5569",-0.621,0.603,"1"
"5570",-1.132,-0.115,"1"
"5571",-0.113,-1.522,"1"
"5572",-0.259,0.583,"1"
"5573",-0.587,0.032,"1"
"5574",0.891,-1.025,"1"
"5575",-1.028,0.078,"1"
"5576",-0.190,0.519,"1"
"5577",1.940,-0.268,"1"
"5578",-0.454,0.602,"1"
"5579",0.170,0.434,"1"
"5580",-0.323,0.420,"1"
"5581",0.147,0.124,"1"
"5582",0.031,0.002,"1"
"5583",-0.208,-1.304,"1"
"5584",1.646,-0.173,"1"
"5585",-0.194,0.592,"1"
"5586",-0.221,-1.403,"1"
"5587",-1.074,-0.282,"1"
"5588",0.451,-1.256,"1"
"5589",0.868,-1.683,"1"
"5590",1.492,-0.512,"1"
"5591",-0.176,0.656,"1"
"5592",-0.229,0.605,"1"
"5593",-0.849,-0.373,"1"
"5594",-0.875,-0.090,"1"
"5595",0.288,-1.513,"1"
"5596",-0.962,-0.281,"1"
"5597",-0.907,0.038,"1"
"5598",-0.073,-1.378,"1"
"5599",-0.678,0.460,"1"
"5600",1.479,-1.222,"1"
"5601",0.702,-1.718,"1"
"5602",-0.717,-0.083,"1"
"5603",0.039,-1.494,"1"
"5604",0.120,0.251,"1"
"5605",0.123,0.069,"1"
"5606",-1.089,0.184,"1"
"5607",-0.353,0.444,"1"
"5608",-0.214,0.624,"1"
"5609",-0.119,0.460,"1"
"5610",-0.949,0.121,"1"
"5611",-0.874,-0.634,"1"
"5612",-0.927,-0.264,"1"
"5613",0.090,0.055,"1"
"5614",-0.025,-1.713,"1"
"5615",-0.779,-0.367,"1"
"5616",-0.537,-1.298,"1"
"5617",0.191,0.233,"1"
"5618",0.404,-1.738,"1"
"5619",0.158,0.144,"1"
"5620",1.026,-1.757,"1"
"5621",0.086,0.059,"1"
"5622",2.101,-0.210,"1"
"5623",-1.022,0.326,"1"
"5624",1.489,-0.466,"1"
"5625",0.129,0.142,"1"
"5626",0.197,0.170,"1"
"5627",-0.616,-1.265,"1"
"5628",-0.269,0.435,"1"
"5629",0.186,0.150,"1"
"5630",0.207,0.296,"1"
"5631",-0.262,0.540,"1"
"5632",-0.127,-1.389,"1"
"5633",-0.495,0.577,"1"
"5634",0.035,-1.148,"1"
"5635",0.933,-1.307,"1"
"5636",-0.169,-1.777,"1"
"5637",-0.886,0.153,"1"
"5638",-0.095,-1.210,"1"
"5639",-0.920,0.072,"1"
"5640",-0.976,-0.721,"1"
"5641",-0.811,0.016,"1"
"5642",0.171,0.173,"1"
"5643",0.086,0.464,"1"
"5644",0.879,-1.426,"1"
"5645",-0.674,0.278,"1"
"5646",-0.195,-1.180,"1"
"5647",1.878,-0.520,"1"
"5648",-0.602,-0.228,"1"
"5649",-0.287,0.520,"1"
"5650",0.846,-1.343,"1"
"5651",-0.588,0.526,"1"
"5652",0.029,0.003,"1"
"5653",-0.843,0.283,"1"
"5654",0.102,-1.739,"1"
"5655",-0.477,0.515,"1"
"5656",1.516,-1.368,"1"
"5657",-0.637,0.448,"1"
"5658",1.144,-1.125,"1"
"5659",-0.786,0.317,"1"
"5660",-1.013,-0.827,"1"
"5661",0.010,0.000,"1"
"5662",0.155,0.200,"1"
"5663",-0.787,0.077,"1"
"5664",0.267,-1.149,"1"
"5665",1.226,-0.993,"1"
"5666",0.024,0.002,"1"
"5667",-0.062,0.462,"1"
"5668",0.630,-1.531,"1"
"5669",-0.613,-1.310,"1"
"5670",-0.986,-0.735,"1"
"5671",-0.018,0.546,"1"
"5672",-0.936,0.045,"1"
"5673",-0.005,0.488,"1"
"5674",-0.586,-0.839,"1"
"5675",0.972,-0.862,"1"
"5676",-0.492,-0.539,"1"
"5677",1.373,-0.900,"1"
"5678",-0.270,0.482,"1"
"5679",0.511,-1.065,"1"
"5680",1.493,-1.019,"1"
"5681",1.200,-1.314,"1"
"5682",0.532,-1.401,"1"
"5683",-0.861,-0.281,"1"
"5684",0.194,0.425,"1"
"5685",-0.217,-0.939,"1"
"5686",0.186,0.330,"1"
"5687",1.151,-1.674,"1"
"5688",-0.469,0.507,"1"
"5689",-0.942,0.057,"1"
"5690",0.935,-0.500,"1"
"5691",0.163,0.292,"1"
"5692",1.581,-0.765,"1"
"5693",-0.647,-0.163,"1"
"5694",-0.461,-1.292,"1"
"5695",0.145,-1.218,"1"
"5696",-0.340,0.539,"1"
"5697",0.564,-1.063,"1"
"5698",0.133,0.089,"1"
"5699",0.018,0.591,"1"
"5700",-0.466,-0.876,"1"
"5701",1.396,-0.743,"1"
"5702",0.161,0.140,"1"
"5703",0.154,0.344,"1"
"5704",0.153,0.089,"1"
"5705",-0.160,0.569,"1"
"5706",-0.708,-1.328,"1"
"5707",0.024,0.001,"1"
"5708",-0.876,-0.270,"1"
"5709",-0.807,-1.230,"1"
"5710",0.092,0.043,"1"
"5711",-0.846,-0.588,"1"
"5712",-0.896,0.516,"1"
"5713",0.043,0.005,"1"
"5714",0.097,-1.734,"1"
"5715",-0.750,-0.902,"1"
"5716",-0.530,0.512,"1"
"5717",-0.840,0.186,"1"
"5718",-0.499,0.284,"1"
"5719",-0.917,-0.124,"1"
"5720",-0.998,-0.698,"1"
"5721",1.713,-1.052,"1"
"5722",-0.493,0.497,"1"
"5723",0.145,0.094,"1"
"5724",2.280,-0.698,"1"
"5725",-1.124,-0.450,"1"
"5726",0.070,0.463,"1"
"5727",-1.018,0.297,"1"
"5728",-1.091,-0.007,"1"
"5729",0.164,0.101,"1"
"5730",0.122,0.058,"1"
"5731",0.132,0.299,"1"
"5732",-0.782,-0.018,"1"
"5733",1.250,-0.588,"1"
"5734",0.067,0.026,"1"
"5735",-0.884,-0.048,"1"
"5736",-0.896,0.000,"1"
"5737",-0.976,0.371,"1"
"5738",0.149,0.266,"1"
"5739",0.892,-1.456,"1"
"5740",-0.364,0.533,"1"
"5741",-0.520,0.547,"1"
"5742",0.055,0.012,"1"
"5743",1.900,-0.380,"1"
"5744",0.184,0.274,"1"
"5745",0.012,0.000,"1"
"5746",0.254,-1.746,"1"
"5747",1.379,-0.873,"1"
"5748",0.175,0.218,"1"
"5749",0.141,0.076,"1"
"5750",0.159,0.130,"1"
"5751",-0.643,0.630,"1"
"5752",-0.552,-0.742,"1"
"5753",1.902,-0.919,"1"
"5754",1.440,-0.923,"1"
"5755",1.164,-0.807,"1"
"5756",-0.301,0.536,"1"
"5757",-0.095,-1.241,"1"
"5758",-0.058,0.581,"1"
"5759",-0.578,0.466,"1"
"5760",-0.099,0.459,"1"
"5761",-1.023,-0.089,"1"
"5762",0.701,-1.436,"1"
"5763",0.432,-1.107,"1"
"5764",0.154,0.336,"1"
"5765",0.124,0.296,"1"
"5766",0.140,0.123,"1"
"5767",-0.947,0.191,"1"
"5768",-0.495,-0.846,"1"
"5769",-0.857,0.217,"1"
"5770",0.529,-1.516,"1"
"5771",-0.566,0.348,"1"
"5772",-0.361,-1.765,"1"
"5773",0.699,-1.039,"1"
"5774",-0.674,0.683,"1"
"5775",-0.760,-0.555,"1"
"5776",0.308,-1.442,"1"
"5777",1.606,-0.741,"1"
"5778",-0.692,-0.813,"1"
"5779",0.032,0.002,"1"
"5780",-0.823,-0.004,"1"
"5781",-0.605,0.474,"1"
"5782",-0.801,0.261,"1"
"5783",-0.381,-1.475,"1"
"5784",-0.226,0.485,"1"
"5785",0.170,0.142,"1"
"5786",1.123,-1.246,"1"
"5787",-0.090,0.573,"1"
"5788",0.173,0.207,"1"
"5789",2.583,-0.366,"1"
"5790",1.331,-0.586,"1"
"5791",-0.186,0.331,"1"
"5792",-0.128,-1.808,"1"
"5793",0.030,0.002,"1"
"5794",0.059,0.016,"1"
"5795",1.733,-0.346,"1"
"5796",0.101,0.392,"1"
"5797",0.141,0.296,"1"
"5798",-0.224,0.573,"1"
"5799",0.357,-1.618,"1"
"5800",-0.911,0.424,"1"
"5801",-0.970,-0.014,"1"
"5802",0.108,0.050,"1"
"5803",-0.356,0.464,"1"
"5804",-1.280,0.021,"1"
"5805",1.297,-1.292,"1"
"5806",-0.901,-0.175,"1"
"5807",0.724,-1.488,"1"
"5808",0.099,0.038,"1"
"5809",-0.886,0.163,"1"
"5810",-0.946,0.352,"1"
"5811",0.156,0.109,"1"
"5812",0.133,0.346,"1"
"5813",1.006,-0.917,"1"
"5814",0.014,0.000,"1"
"5815",0.149,0.266,"1"
"5816",-0.661,0.443,"1"
"5817",0.033,-1.506,"1"
"5818",0.638,-1.418,"1"
"5819",0.131,0.122,"1"
"5820",-0.124,0.502,"1"
"5821",-1.077,-0.454,"1"
"5822",-0.297,0.554,"1"
"5823",-0.231,0.478,"1"
"5824",-0.200,0.628,"1"
"5825",-0.996,0.081,"1"
"5826",-0.553,0.481,"1"
"5827",0.131,-0.981,"1"
"5828",1.744,-0.565,"1"
"5829",-0.402,0.307,"1"
"5830",-0.902,-0.093,"1"
"5831",1.088,-1.155,"1"
"5832",1.776,-0.898,"1"
"5833",1.315,-0.483,"1"
"5834",-0.523,-1.285,"1"
"5835",-0.889,-0.305,"1"
"5836",-0.219,0.548,"1"
"5837",-0.318,0.707,"1"
"5838",1.622,-0.955,"1"
"5839",0.734,-1.527,"1"
"5840",1.260,-1.184,"1"
"5841",0.171,0.162,"1"
"5842",-0.812,0.087,"1"
"5843",-0.669,0.494,"1"
"5844",1.195,-0.927,"1"
"5845",-0.733,-1.327,"1"
"5846",-0.582,0.602,"1"
"5847",-0.254,0.348,"1"
"5848",0.108,0.058,"1"
"5849",0.192,0.233,"1"
"5850",-1.140,-0.253,"1"
"5851",0.112,0.313,"1"
"5852",1.233,-1.128,"1"
"5853",1.311,-0.861,"1"
"5854",0.112,0.336,"1"
"5855",0.163,0.157,"1"
"5856",0.195,0.283,"1"
"5857",0.181,-1.511,"1"
"5858",2.114,-0.030,"1"
"5859",-0.373,0.609,"1"
"5860",-0.630,0.411,"1"
"5861",1.840,-0.317,"1"
"5862",-0.972,-0.555,"1"
"5863",-0.814,-0.741,"1"
"5864",-0.342,-1.462,"1"
"5865",0.773,-1.418,"1"
"5866",-0.317,-0.959,"1"
"5867",0.113,0.456,"1"
"5868",-0.906,-0.797,"1"
"5869",-0.140,-1.577,"1"
"5870",0.180,0.177,"1"
"5871",-0.151,0.537,"1"
"5872",0.006,0.346,"1"
"5873",1.693,-0.586,"1"
"5874",-0.676,-0.743,"1"
"5875",0.134,-1.619,"1"
"5876",-0.966,-0.096,"1"
"5877",0.070,0.390,"1"
"5878",-0.586,0.552,"1"
"5879",-0.533,0.665,"1"
"5880",2.237,-0.102,"1"
"5881",1.626,-0.820,"1"
"5882",0.142,0.104,"1"
"5883",0.407,-1.442,"1"
"5884",-0.098,0.560,"1"
"5885",1.525,-0.564,"1"
"5886",-0.064,0.516,"1"
"5887",1.917,-1.085,"1"
"5888",0.125,0.062,"1"
"5889",-0.023,-1.322,"1"
"5890",-0.203,-1.621,"1"
"5891",-0.523,0.629,"1"
"5892",0.139,0.108,"1"
"5893",-1.127,-0.508,"1"
"5894",-0.281,-1.256,"1"
"5895",0.152,-1.514,"1"
"5896",2.172,-0.355,"1"
"5897",-0.132,0.608,"1"
"5898",0.179,0.211,"1"
"5899",-0.132,0.453,"1"
"5900",-0.561,0.387,"1"
"5901",0.561,-1.047,"1"
"5902",0.050,-1.504,"1"
"5903",0.079,0.280,"1"
"5904",1.594,-0.686,"1"
"5905",0.177,0.329,"1"
"5906",-0.465,0.543,"1"
"5907",0.378,-1.352,"1"
"5908",-0.392,0.701,"1"
"5909",0.158,0.427,"1"
"5910",-0.818,-0.788,"1"
"5911",1.367,-0.545,"1"
"5912",1.389,-0.533,"1"
"5913",1.012,-0.748,"1"
"5914",1.306,-0.118,"1"
"5915",0.832,-0.794,"1"
"5916",0.081,0.024,"1"
"5917",0.029,0.470,"1"
"5918",-0.827,0.377,"1"
"5919",-0.769,0.038,"1"
"5920",-0.857,-0.171,"1"
"5921",-0.150,0.540,"1"
"5922",-0.490,0.582,"1"
"5923",-0.454,0.478,"1"
"5924",1.792,-0.231,"1"
"5925",-0.242,0.555,"1"
"5926",-0.350,0.552,"1"
"5927",0.131,0.271,"1"
"5928",-0.869,0.070,"1"
"5929",-0.644,0.391,"1"
"5930",0.142,0.164,"1"
"5931",-1.132,-0.043,"1"
"5932",-0.156,0.580,"1"
"5933",-0.756,-1.087,"1"
"5934",0.172,0.167,"1"
"5935",-0.307,0.496,"1"
"5936",-0.648,-0.267,"1"
"5937",0.171,0.310,"1"
"5938",0.174,0.095,"1"
"5939",-0.001,-1.471,"1"
"5940",2.255,-0.840,"1"
"5941",1.868,-0.666,"1"
"5942",-0.982,-0.225,"1"
"5943",0.096,0.031,"1"
"5944",1.922,-0.250,"1"
"5945",-0.972,-0.635,"1"
"5946",2.128,-0.318,"1"
"5947",-1.019,0.053,"1"
"5948",-0.744,-1.277,"1"
"5949",-0.806,-1.586,"1"
"5950",-0.376,0.683,"1"
"5951",0.181,0.196,"1"
"5952",-0.333,-1.298,"1"
"5953",0.010,0.272,"1"
"5954",1.126,-1.872,"1"
"5955",0.165,0.143,"1"
"5956",-0.010,0.472,"1"
"5957",-0.949,0.004,"1"
"5958",-0.839,0.257,"1"
"5959",-1.139,-0.590,"1"
"5960",1.816,-0.566,"1"
"5961",-0.226,-0.986,"1"
"5962",-0.177,0.601,"1"
"5963",1.931,-0.591,"1"
"5964",-0.950,0.366,"1"
"5965",0.991,-0.310,"1"
"5966",-1.139,0.014,"1"
"5967",-0.450,-1.116,"1"
"5968",0.795,-1.641,"1"
"5969",1.741,-0.370,"1"
"5970",0.106,0.424,"1"
"5971",-0.825,-0.751,"1"
"5972",-0.293,0.450,"1"
"5973",-0.578,0.554,"1"
"5974",-0.657,0.337,"1"
"5975",2.056,-0.256,"1"
"5976",0.202,0.193,"1"
"5977",0.068,0.017,"1"
"5978",0.107,-1.300,"1"
"5979",-0.778,-0.448,"1"
"5980",2.122,-0.708,"1"
"5981",1.722,-0.216,"1"
"5982",2.522,-0.617,"1"
"5983",-0.220,0.566,"1"
"5984",-0.725,0.103,"1"
"5985",-0.750,-0.209,"1"
"5986",0.013,0.438,"1"
"5987",0.302,-1.447,"1"
"5988",1.523,-1.132,"1"
"5989",-0.772,-0.458,"1"
"5990",0.342,-1.437,"1"
"5991",-0.803,0.283,"1"
"5992",-1.216,-0.298,"1"
"5993",0.559,-1.175,"1"
"5994",0.111,0.207,"1"
"5995",1.075,-0.812,"1"
"5996",-0.114,0.577,"1"
"5997",-0.758,-0.569,"1"
"5998",-0.728,-1.130,"1"
"5999",-0.885,-0.122,"1"
"6000",0.183,0.203,"1"
"6001",2.055,-0.362,"1"
"6002",0.084,-1.459,"1"
